2025-08-06 11:40:12,564 - INFO - ====== WebDriver manager ======
2025-08-06 11:40:16,551 - INFO - Get LATEST chromedriver version for google-chrome
2025-08-06 11:40:16,683 - INFO - Get LATEST chromedriver version for google-chrome
2025-08-06 11:40:16,737 - INFO - There is no [win64] chromedriver "139.0.7258.66" for browser google-chrome "139.0.7258" in cache
2025-08-06 11:40:16,745 - INFO - Get LATEST chromedriver version for google-chrome
2025-08-06 11:40:17,020 - INFO - WebDriver version 139.0.7258.66 selected
2025-08-06 11:40:17,035 - INFO - Modern chrome version https://storage.googleapis.com/chrome-for-testing-public/139.0.7258.66/win32/chromedriver-win32.zip
2025-08-06 11:40:17,037 - INFO - About to download new driver from https://storage.googleapis.com/chrome-for-testing-public/139.0.7258.66/win32/chromedriver-win32.zip
2025-08-06 11:40:17,101 - INFO - Driver downloading response is 200
2025-08-06 11:40:18,357 - INFO - Get LATEST chromedriver version for google-chrome
2025-08-06 11:40:21,294 - INFO - Driver has been saved in cache [C:\Users\Smith_Family7\.wdm\drivers\chromedriver\win64\139.0.7258.66]
2025-08-06 11:41:02,373 - INFO -    1. Add your JARVIS Pine Script to this chart
2025-08-06 11:41:02,377 - INFO -    2. Ensure EMA (12,26), RSI (14), MACD, and Bollinger Bands are visible
2025-08-06 13:29:45,944 - WARNING - Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000027284056CF0>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it')': /session/0b9ad5cd448532ef259984e50492ad8d/elements
2025-08-06 13:29:50,062 - WARNING - Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000027284056F10>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it')': /session/0b9ad5cd448532ef259984e50492ad8d/elements
2025-08-06 13:30:28,264 - WARNING - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000027284057460>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it')': /session/0b9ad5cd448532ef259984e50492ad8d/elements
2025-08-06 13:30:32,335 - WARNING - Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000027284057790>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it')': /session/0b9ad5cd448532ef259984e50492ad8d/elements
2025-08-06 13:30:36,414 - WARNING - Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000272840579B0>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it')': /session/0b9ad5cd448532ef259984e50492ad8d/elements
2025-08-06 13:30:44,592 - WARNING - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000027281FD89E0>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it')': /session/0b9ad5cd448532ef259984e50492ad8d/elements
2025-08-06 13:30:48,650 - WARNING - Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000027281FD9370>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it')': /session/0b9ad5cd448532ef259984e50492ad8d/elements
2025-08-06 13:30:52,712 - WARNING - Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000027281FD9590>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it')': /session/0b9ad5cd448532ef259984e50492ad8d/elements
2025-08-06 13:31:00,961 - WARNING - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000027281FD9E10>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it')': /session/0b9ad5cd448532ef259984e50492ad8d/elements
2025-08-06 13:31:05,044 - WARNING - Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000027281FDA030>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it')': /session/0b9ad5cd448532ef259984e50492ad8d/elements
2025-08-06 13:31:09,139 - WARNING - Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000027281FDA140>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it')': /session/0b9ad5cd448532ef259984e50492ad8d/elements
2025-08-06 13:31:24,120 - WARNING - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000027281FDA580>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it')': /session/0b9ad5cd448532ef259984e50492ad8d
2025-08-06 13:31:28,205 - WARNING - Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000027281FDA8B0>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it')': /session/0b9ad5cd448532ef259984e50492ad8d
2025-08-06 13:31:32,624 - WARNING - Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000027281FDAAD0>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it')': /session/0b9ad5cd448532ef259984e50492ad8d
